page,tag,text,location,matches
/grupos-e-caravanas,body (p),"Respostas seguras para organizadores, agências e responsáveis por excursões.",Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Precisa alinhar um caso específico?,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Fale diretamente com a equipe da pousada e informe o perfil do seu grupo.,Tire suas dúvidas antes da cotação.,pousada
/grupos-e-caravanas,CTA (a),Falar sobre meu grupo,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),01Vocês recebem grupos e caravanas?,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),02Como solicito uma cotação para meu grupo?,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),03Como funciona a distribuição dos hóspedes?,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),04É possível reservar várias acomodações na mesma viagem?,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),05O café da manhã está incluído?,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),06Vocês atendem agências e empresas de turismo?,Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Ver mais perguntas (4),Tire suas dúvidas antes da cotação.,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),COTAÇÃO PARA GRUPOS,Está organizando uma viagem para Paraty?,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Está organizando uma viagem para Paraty?,Está organizando uma viagem para Paraty?,Paraty
/grupos-e-caravanas,body (p),Conte para a gente sobre seu grupo e consulte as possibilidades de hospedagem para a sua data.,Está organizando uma viagem para Paraty?,hospedagem
/grupos-e-caravanas,CTA (a),Solicitar cotação para meu grupo,Está organizando uma viagem para Paraty?,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Falar pelo WhatsApp,Está organizando uma viagem para Paraty?,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Atendimento direto com a Pousada Aquino Mar.,Está organizando uma viagem para Paraty?,pousada
/grupos-e-caravanas,alt,,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,Pousada Aquino Mar,contato,pousada
/grupos-e-caravanas,body (p),"Acolhimento familiar em Caboré, Paraty, com localização tranquila, café da manhã e contato direto com a pousada.",contato,"pousada, Paraty"
/grupos-e-caravanas,CTA (a),Reservar no WhatsApp,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Navegação,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Início,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Sobre nós,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Quartos,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Localização,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Depoimentos,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,H3,Contato,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"R. Guapuruvu, 371 - Caborê, Paraty - RJ, 23970-000",contato,Paraty
/grupos-e-caravanas,CTA (a),(24) 99828-0363,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),contato@pousadaaquinomar.com.br,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,Instagram da Pousada Aquino Mar,contato,pousada
/grupos-e-caravanas,aria-label,Facebook da Pousada Aquino Mar,contato,pousada
/grupos-e-caravanas,H3,Onde estamos,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,title (atributo),"Localização Pousada Aquino Mar - Caboré, Paraty",contato,"pousada, Paraty"
/grupos-e-caravanas,body (p),© 2026 Pousada Aquino Mar. Todos os direitos reservados.,contato,pousada
/grupos-e-caravanas,body (span),Desenvolvido por,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Off-Data,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (a),Política de Privacidade e Cookies,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Preferências de cookies,contato,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Sim. A Pousada Aquino Mar atende organizadores de grupos, excursões e caravanas. Consulte nossa equipe para verificar disponibilidade e condições para sua data.",FAQ item 1 / resposta ao expandir,pousada
/grupos-e-caravanas,body (p),"Fale diretamente pelo WhatsApp informando período, quantidade aproximada de viajantes e perfil do grupo. A equipe retorna com as possibilidades disponíveis.",FAQ item 2 / resposta ao expandir,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"A distribuição é avaliada conforme composição do grupo, categorias de acomodação disponíveis e período da viagem. Nossa equipe orienta o responsável durante a cotação.",FAQ item 3 / resposta ao expandir,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Sim, mediante disponibilidade. Consulte nossa equipe para confirmar as condições para sua data.",FAQ item 4 / resposta ao expandir,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Sim. O café da manhã faz parte da experiência da pousada. Para grupos, consulte nossa equipe sobre horários e organização conforme o período da viagem.",FAQ item 5 / resposta ao expandir,pousada
/grupos-e-caravanas,body (p),"Sim. O atendimento é feito diretamente com o responsável pela viagem, agência, empresa de turismo ou organizador da caravana.",FAQ item 6 / resposta ao expandir,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Como funciona o check-in de grupos?,FAQ item 7 / pergunta,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),O alinhamento é feito previamente com a equipe da pousada para orientar a chegada. Consulte nossa equipe para confirmar as condições para sua data.,FAQ item 7 / resposta ao expandir,pousada
/grupos-e-caravanas,CTA (button),Posso consultar disponibilidade para datas futuras?,FAQ item 8 / pergunta,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Pode. Informe a data desejada e a composição aproximada do grupo para que a equipe verifique as possibilidades.,FAQ item 8 / resposta ao expandir,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Como alinhar necessidades específicas da excursão?,FAQ item 9 / pergunta,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Envie as necessidades pelo WhatsApp durante a cotação. A equipe confirma o que pode ser organizado para o período solicitado.,FAQ item 9 / resposta ao expandir,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Como falar diretamente com a pousada?,FAQ item 10 / pergunta,pousada
/grupos-e-caravanas,body (p),Use o WhatsApp da Pousada Aquino Mar para conversar com a equipe e solicitar a cotação do grupo.,FAQ item 10 / resposta ao expandir,pousada
/grupos-e-caravanas,aria-label,Aviso de cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (div),Cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),"Utilizamos cookies para melhorar sua experiência, analisar o uso do site e, quando autorizado, personalizar conteúdos. Você pode aceitar todos, recusar os não essenciais ou ajustar suas preferências.",Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Aceitar todos,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Recusar não essenciais,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Configurar,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (p),Preferências,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,H2,Configurar cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,Fechar preferências de cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (preferencia),Necessários,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (preferencia),"Essenciais para segurança, funcionamento do site e preferências básicas.",Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (preferencia),Analytics,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (preferencia),Ajudam a entender visitas e melhorar o conteúdo quando autorizados.,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (preferencia),Marketing,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,body (preferencia),Podem personalizar conteúdos e campanhas quando autorizados.,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,CTA (button),Salvar preferências,Cookies / estados condicionais,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,Oferta de 5% OFF na primeira reserva,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/grupos-e-caravanas,alt,"Antes de sair, garanta 5% OFF na sua primeira reserva falando com a equipe da Pousada Aquino Mar pelo WhatsApp.",Popup de desconto / estado condicional,pousada
/grupos-e-caravanas,aria-label,Abrir WhatsApp para aproveitar 5% OFF na primeira reserva,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/grupos-e-caravanas,body (span),Quero meu desconto pelo WhatsApp,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/grupos-e-caravanas,aria-label,Fechar oferta,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/quartos/suite-casal,title,"Suíte Casal em Paraty | Pousada Aquino Mar — Caborê, RJ",head,"pousada, Paraty"
/quartos/suite-casal,meta description,"Ambiente intimista e confortável, ideal para casais ou estadias individuais que prezam por espaço e privacidade. Contamos com 5 unidades idênticas nesta categor",head,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Início - Pousada Aquino Mar,header 1,pousada
/quartos/suite-casal,alt,Pousada Aquino Mar,header 1,pousada
/quartos/suite-casal,aria-label,Navegação principal,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),A Pousada,header 1,pousada
/quartos/suite-casal,CTA (a),Acomodações,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Grupos & Caravanas,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Localização,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Depoimentos,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Reservar Estadia,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Abrir menu,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Navegação mobile,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),A Pousada,header 1,pousada
/quartos/suite-casal,CTA (a),Acomodações,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Grupos & Caravanas,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Localização,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Depoimentos,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Reservar Estadia,header 1,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Voltar para o inÃ­cio,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,alt,Suíte Casal na Pousada Aquino Mar em Paraty - foto 1,section 2,"pousada, Paraty"
/quartos/suite-casal,aria-label,Imagem anterior,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Proxima imagem,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),01,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),/,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),04,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Ver foto 1,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,alt,Suíte Casal na Pousada Aquino Mar em Paraty - miniatura 1,section 2,"pousada, Paraty"
/quartos/suite-casal,aria-label,Ver foto 2,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,alt,Suíte Casal na Pousada Aquino Mar em Paraty - miniatura 2,section 2,"pousada, Paraty"
/quartos/suite-casal,aria-label,Ver foto 3,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,alt,Suíte Casal na Pousada Aquino Mar em Paraty - miniatura 3,section 2,"pousada, Paraty"
/quartos/suite-casal,aria-label,Ver foto 4,section 2,sem correspondência com termo-alvo
/quartos/suite-casal,alt,Suíte Casal na Pousada Aquino Mar em Paraty - miniatura 4,section 2,"pousada, Paraty"
/quartos/suite-casal,body (span),"Cabore, Paraty - RJ",Suíte Casal,Paraty
/quartos/suite-casal,body (span),Ate,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),2,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),hospedes,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),5.0,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),(,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),411,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),avaliacoes),Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,H1,Suíte Casal,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),5 quarto - Cama King Size (2m x 2m) e poltrona - Wi-Fi gratis,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,H2,Sobre o Quarto,Sobre o Quarto,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),"Ambiente intimista e confortável, ideal para casais ou estadias individuais que prezam por espaço e privacidade. Contamos com 5 unidades idênticas nesta categoria, todas oferecendo um espaço amplo e acabamento padronizado.",Sobre o Quarto,sem correspondência com termo-alvo
/quartos/suite-casal,H2,O que esta incluido,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Café da manhã incluso,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Ar-condicionado Split,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Smart TV,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Frigobar,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Wi-Fi grátis,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Roupas de cama e toalhas,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Estacionamento grátis,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,H2,O que NAO esta incluido,O que NAO esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Almoço e jantar,O que NAO esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Bebidas do frigobar (cobradas à parte),O que NAO esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Passeios terceirizados,O que NAO esta incluido,sem correspondência com termo-alvo
/quartos/suite-casal,H2,Destaques,Destaques,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),Acomoda 2 pessoas,Destaques,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),Cama King Size (2m x 2m),Destaques,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),Ambiente intimista,Destaques,sem correspondência com termo-alvo
/quartos/suite-casal,H2,Localizacao,Localizacao,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),"Cabore, Paraty - RJ",Localizacao,Paraty
/quartos/suite-casal,body (p),Mapa interativo sera inserido aqui.,Localizacao,sem correspondência com termo-alvo
/quartos/suite-casal,H2,Voce tambem pode gostar,Voce tambem pode gostar,sem correspondência com termo-alvo
/quartos/suite-casal,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty,Voce tambem pode gostar,"pousada, Paraty"
/quartos/suite-casal,H3,Suíte Múltipla,Voce tambem pode gostar,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),Acomoda 4 - Cama King Size modular (p/ 3 ou 4 pax),Voce tambem pode gostar,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Ver Quarto,Voce tambem pode gostar,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),reserva direta,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),Consulte valores,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),fale com a pousada para ver precos e disponibilidade,Suíte Casal,pousada
/quartos/suite-casal,body (span),"Cabore, Paraty - RJ",Suíte Casal,Paraty
/quartos/suite-casal,body (label),Check-in,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (label),Check-out,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (label),Numero de hospedesate 2 hospedes,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),5,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),quarto -,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Cama King Size (2m x 2m) e poltrona,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,5 de 5 estrelas,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Com a confianca de mais de,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),411,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),hospedes,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (a),Reservar Agora,Suíte Casal,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Aviso de cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (div),Cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),"Utilizamos cookies para melhorar sua experiência, analisar o uso do site e, quando autorizado, personalizar conteúdos. Você pode aceitar todos, recusar os não essenciais ou ajustar suas preferências.",Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (Link),Política de Privacidade e Cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (button),Aceitar todos,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (button),Recusar não essenciais,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (button),Configurar,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (p),Preferências,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,H2,Configurar cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Fechar preferências de cookies,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (preferencia),Necessários,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (preferencia),"Essenciais para segurança, funcionamento do site e preferências básicas.",Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (preferencia),Analytics,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (preferencia),Ajudam a entender visitas e melhorar o conteúdo quando autorizados.,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (preferencia),Marketing,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,body (preferencia),Podem personalizar conteúdos e campanhas quando autorizados.,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,CTA (button),Salvar preferências,Cookies / estados condicionais,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Oferta de 5% OFF na primeira reserva,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/quartos/suite-casal,alt,"Antes de sair, garanta 5% OFF na sua primeira reserva falando com a equipe da Pousada Aquino Mar pelo WhatsApp.",Popup de desconto / estado condicional,pousada
/quartos/suite-casal,aria-label,Abrir WhatsApp para aproveitar 5% OFF na primeira reserva,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/quartos/suite-casal,body (span),Quero meu desconto pelo WhatsApp,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/quartos/suite-casal,aria-label,Fechar oferta,Popup de desconto / estado condicional,sem correspondência com termo-alvo
/quartos/suite-multipla,title,"Suíte Múltipla em Paraty | Pousada Aquino Mar — Caborê, RJ",head,"pousada, Paraty"
/quartos/suite-multipla,meta description,"Alta versatilidade e flexibilidade de ocupação, ideal para famílias, pequenos grupos ou viagens corporativas. Temos 13 unidades modulares que acomodam confortav",head,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Início - Pousada Aquino Mar,header 1,pousada
/quartos/suite-multipla,alt,Pousada Aquino Mar,header 1,pousada
/quartos/suite-multipla,aria-label,Navegação principal,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),A Pousada,header 1,pousada
/quartos/suite-multipla,CTA (a),Acomodações,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Grupos & Caravanas,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Localização,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Depoimentos,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Reservar Estadia,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Abrir menu,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Navegação mobile,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),A Pousada,header 1,pousada
/quartos/suite-multipla,CTA (a),Acomodações,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Grupos & Caravanas,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Localização,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Depoimentos,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Reservar Estadia,header 1,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Voltar para o inÃ­cio,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - foto 1,section 2,"pousada, Paraty"
/quartos/suite-multipla,aria-label,Imagem anterior,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Proxima imagem,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),01,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),/,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),05,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,aria-label,Ver foto 1,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - miniatura 1,section 2,"pousada, Paraty"
/quartos/suite-multipla,aria-label,Ver foto 2,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - miniatura 2,section 2,"pousada, Paraty"
/quartos/suite-multipla,aria-label,Ver foto 3,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - miniatura 3,section 2,"pousada, Paraty"
/quartos/suite-multipla,aria-label,Ver foto 4,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - miniatura 4,section 2,"pousada, Paraty"
/quartos/suite-multipla,aria-label,Ver foto 5,section 2,sem correspondência com termo-alvo
/quartos/suite-multipla,alt,Suíte Múltipla na Pousada Aquino Mar em Paraty - miniatura 5,section 2,"pousada, Paraty"
/quartos/suite-multipla,body (span),"Cabore, Paraty - RJ",Suíte Múltipla,Paraty
/quartos/suite-multipla,body (span),Ate,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),4,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),hospedes,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),5.0,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),(,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),411,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),avaliacoes),Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,H1,Suíte Múltipla,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),13 quarto - Cama King Size modular (p/ 3 ou 4 pax) - Wi-Fi gratis,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,H2,Sobre o Quarto,Sobre o Quarto,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),"Alta versatilidade e flexibilidade de ocupação, ideal para famílias, pequenos grupos ou viagens corporativas. Temos 13 unidades modulares que acomodam confortavelmente 3 ou 4 pessoas em um espaço amplo e bem equipado.",Sobre o Quarto,sem correspondência com termo-alvo
/quartos/suite-multipla,H2,O que esta incluido,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Café da manhã incluso,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Ar-condicionado Split,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Smart TV,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Frigobar,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Wi-Fi grátis,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Roupas de cama e toalhas,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Estacionamento grátis,O que esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,H2,O que NAO esta incluido,O que NAO esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Almoço e jantar,O que NAO esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Bebidas do frigobar (cobradas à parte),O que NAO esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),Passeios terceirizados,O que NAO esta incluido,sem correspondência com termo-alvo
/quartos/suite-multipla,H2,Destaques,Destaques,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),Acomoda 3 a 4 pessoas,Destaques,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),Versatilidade para famílias,Destaques,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),Estrutura modular,Destaques,sem correspondência com termo-alvo
/quartos/suite-multipla,H2,Localizacao,Localizacao,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),"Cabore, Paraty - RJ",Localizacao,Paraty
/quartos/suite-multipla,body (p),Mapa interativo sera inserido aqui.,Localizacao,sem correspondência com termo-alvo
/quartos/suite-multipla,H2,Voce tambem pode gostar,Voce tambem pode gostar,sem correspondência com termo-alvo
/quartos/suite-multipla,alt,Suíte Casal na Pousada Aquino Mar em Paraty,Voce tambem pode gostar,"pousada, Paraty"
/quartos/suite-multipla,H3,Suíte Casal,Voce tambem pode gostar,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),Acomoda 2 - Cama King Size (2m x 2m) e poltrona,Voce tambem pode gostar,sem correspondência com termo-alvo
/quartos/suite-multipla,CTA (a),Ver Quarto,Voce tambem pode gostar,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),reserva direta,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),Consulte valores,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (p),fale com a pousada para ver precos e disponibilidade,Suíte Múltipla,pousada
/quartos/suite-multipla,body (span),"Cabore, Paraty - RJ",Suíte Múltipla,Paraty
/quartos/suite-multipla,body (label),Check-in,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (label),Check-out,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (label),Numero de hospedesate 4 hospedes,Suíte Múltipla,sem correspondência com termo-alvo
/quartos/suite-multipla,body (span),13,Suíte Múltipla,sem correspondência com termo-alvo
